mode,theme,component,id,role,variant,slot,route,surface,state,index,status,ratio,effectiveForeground,effectiveBackground,reason
baseline,dark,semantic text,,primary,,text,/__functional-colors,accented,idle,0,fail,4.406986423135302,"[168.999975, 110.00011500000001, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,primary,solid,base,/__functional-colors,accented,idle,0,pass,5.426370197465054,"[23.079922500000002, 23.0863485, 23.086935, 1]","[168.999975, 110.00011500000001, 255, 1]",
baseline,dark,Alert,,primary,solid,title,/__functional-colors,accented,idle,0,pass,5.426370197465054,"[23.079922500000002, 23.0863485, 23.086935, 1]","[168.999975, 110.00011500000001, 255, 1]",
baseline,dark,Alert,,primary,solid,description,/__functional-colors,accented,idle,0,pass,4.800020330397687,"[37.67192775, 31.777725149999995, 46.27824149999999, 1]","[168.999975, 110.00011500000001, 255, 1]",
baseline,dark,Badge,,primary,outline,base,/__functional-colors,accented,idle,0,fail,4.406986423135302,"[168.999975, 110.00011500000001, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,primary,outline,title,/__functional-colors,accented,idle,0,fail,4.406986423135302,"[168.999975, 110.00011500000001, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,primary,outline,description,/__functional-colors,accented,idle,0,fail,3.8415394541666554,"[156.1999695, 103.10009550000001, 233.599992, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,primary,soft,base,/__functional-colors,accented,idle,0,fail,3.861616767179577,"[168.999975, 110.00011500000001, 255, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Alert,,primary,soft,title,/__functional-colors,accented,idle,0,fail,3.861616767179577,"[168.999975, 110.00011500000001, 255, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Alert,,primary,soft,description,/__functional-colors,accented,idle,0,fail,3.4135018903058896,"[157.47996750000001, 103.79009490000001, 235.73999025, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Badge,,primary,subtle,base,/__functional-colors,accented,idle,0,fail,3.861616767179577,"[168.999975, 110.00011500000001, 255, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Alert,,primary,subtle,title,/__functional-colors,accented,idle,0,fail,3.861616767179577,"[168.999975, 110.00011500000001, 255, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Alert,,primary,subtle,description,/__functional-colors,accented,idle,0,fail,3.4135018903058896,"[157.47996750000001, 103.79009490000001, 235.73999025, 1]","[53.79990000000001, 47.899914, 62.3999025, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,idle,0,pass,5.426370197465054,"[23.079922500000002, 23.0863485, 23.086935, 1]","[168.999975, 110.00011500000001, 255, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,hover,0,fail,3.811934710670196,"[23.079922500000002, 23.0863485, 23.086935, 1]","[136.99976999999998, 92.749875, 201.49978875, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,active+hover,0,fail,3.811934710670196,"[23.079922500000002, 23.0863485, 23.086935, 1]","[136.99976999999998, 92.749875, 201.49978875, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.426370197465054,"[23.079922500000002, 23.0863485, 23.086935, 1]","[168.999975, 110.00011500000001, 255, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,fail,3.811934710670196,"[23.079922500000002, 23.0863485, 23.086935, 1]","[136.99976999999998, 92.749875, 201.49978875, 1]",
baseline,dark,Button,,primary,solid,base/label,/__functional-colors,accented,focus+hover,0,fail,3.811934710670196,"[23.079922500000002, 23.0863485, 23.086935, 1]","[136.99976999999998, 92.749875, 201.49978875, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,idle,0,fail,4.406986423135302,"[168.999975, 110.00011500000001, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,hover,0,fail,3.09583458269204,"[136.99976999999998, 92.749875, 201.49978875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,active+hover,0,fail,3.09583458269204,"[136.99976999999998, 92.749875, 201.49978875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,keyboard-focus,0,fail,4.406986423135302,"[168.999975, 110.00011500000001, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,fail,3.09583458269204,"[136.99976999999998, 92.749875, 201.49978875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,primary,link,base/label,/__functional-colors,accented,focus+hover,0,fail,3.09583458269204,"[136.99976999999998, 92.749875, 201.49978875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,semantic text,,secondary,,text,/__functional-colors,accented,idle,0,pass,8.66504714173752,"[68.99994, 221.99994, 196.999995, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,secondary,solid,base,/__functional-colors,accented,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
baseline,dark,Alert,,secondary,solid,title,/__functional-colors,accented,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
baseline,dark,Alert,,secondary,solid,description,/__functional-colors,accented,idle,0,pass,8.777536547661516,"[27.671924250000004, 42.97770765, 40.478241, 1]","[68.99994, 221.99994, 196.999995, 1]",
baseline,dark,Badge,,secondary,outline,base,/__functional-colors,accented,idle,0,pass,8.66504714173752,"[68.99994, 221.99994, 196.999995, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,secondary,outline,title,/__functional-colors,accented,idle,0,pass,8.66504714173752,"[68.99994, 221.99994, 196.999995, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,secondary,outline,description,/__functional-colors,accented,idle,0,pass,7.295725381298459,"[66.19993799999999, 203.899938, 181.3999875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,secondary,soft,base,/__functional-colors,accented,idle,0,pass,6.979252580237736,"[68.99994, 221.99994, 196.999995, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Alert,,secondary,soft,title,/__functional-colors,accented,idle,0,pass,6.979252580237736,"[68.99994, 221.99994, 196.999995, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Alert,,secondary,soft,description,/__functional-colors,accented,idle,0,pass,5.981155334441931,"[66.47994075, 205.7099382, 182.95998825, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Badge,,secondary,subtle,base,/__functional-colors,accented,idle,0,pass,6.979252580237736,"[68.99994, 221.99994, 196.999995, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Alert,,secondary,subtle,title,/__functional-colors,accented,idle,0,pass,6.979252580237736,"[68.99994, 221.99994, 196.999995, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Alert,,secondary,subtle,description,/__functional-colors,accented,idle,0,pass,5.981155334441931,"[66.47994075, 205.7099382, 182.95998825, 1]","[43.7999475, 59.09992200000001, 56.59992750000001, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,hover,0,pass,6.796562529754624,"[23.079922500000002, 23.0863485, 23.086935, 1]","[62.00012625, 176.749935, 157.99997625, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,active+hover,0,pass,6.796562529754624,"[23.079922500000002, 23.0863485, 23.086935, 1]","[62.00012625, 176.749935, 157.99997625, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,6.796562529754624,"[23.079922500000002, 23.0863485, 23.086935, 1]","[62.00012625, 176.749935, 157.99997625, 1]",
baseline,dark,Button,,secondary,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,6.796562529754624,"[23.079922500000002, 23.0863485, 23.086935, 1]","[62.00012625, 176.749935, 157.99997625, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,idle,0,pass,8.66504714173752,"[68.99994, 221.99994, 196.999995, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,hover,0,pass,5.519777992038046,"[62.00012625, 176.749935, 157.99997625, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.519777992038046,"[62.00012625, 176.749935, 157.99997625, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,8.66504714173752,"[68.99994, 221.99994, 196.999995, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.519777992038046,"[62.00012625, 176.749935, 157.99997625, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,secondary,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.519777992038046,"[62.00012625, 176.749935, 157.99997625, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,semantic text,,success,,text,/__functional-colors,accented,idle,0,pass,8.259964433257608,"[107.999895, 218.00001, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,success,solid,base,/__functional-colors,accented,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
baseline,dark,Alert,,success,solid,title,/__functional-colors,accented,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
baseline,dark,Alert,,success,solid,description,/__functional-colors,accented,idle,0,pass,8.391349962376818,"[31.57191975, 42.57771464999999, 32.478253499999994, 1]","[107.999895, 218.00001, 117.00012, 1]",
baseline,dark,Badge,,success,outline,base,/__functional-colors,accented,idle,0,pass,8.259964433257608,"[107.999895, 218.00001, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,success,outline,title,/__functional-colors,accented,idle,0,pass,8.259964433257608,"[107.999895, 218.00001, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,success,outline,description,/__functional-colors,accented,idle,0,pass,6.97544820666298,"[101.2998975, 200.30000099999998, 109.4001, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,success,soft,base,/__functional-colors,accented,idle,0,pass,6.670867594290186,"[107.999895, 218.00001, 117.00012, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Alert,,success,soft,title,/__functional-colors,accented,idle,0,pass,6.670867594290186,"[107.999895, 218.00001, 117.00012, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Alert,,success,soft,description,/__functional-colors,accented,idle,0,pass,5.732140655392523,"[101.96989725, 202.0700019, 110.160102, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Badge,,success,subtle,base,/__functional-colors,accented,idle,0,pass,6.670867594290186,"[107.999895, 218.00001, 117.00012, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Alert,,success,subtle,title,/__functional-colors,accented,idle,0,pass,6.670867594290186,"[107.999895, 218.00001, 117.00012, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Alert,,success,subtle,description,/__functional-colors,accented,idle,0,pass,5.732140655392523,"[101.96989725, 202.0700019, 110.160102, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,hover,0,pass,6.533144053145592,"[23.079922500000002, 23.0863485, 23.086935, 1]","[91.24990125, 173.7499875, 98.00007, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,active+hover,0,pass,6.533144053145592,"[23.079922500000002, 23.0863485, 23.086935, 1]","[91.24990125, 173.7499875, 98.00007, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,6.533144053145592,"[23.079922500000002, 23.0863485, 23.086935, 1]","[91.24990125, 173.7499875, 98.00007, 1]",
baseline,dark,Button,,success,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,6.533144053145592,"[23.079922500000002, 23.0863485, 23.086935, 1]","[91.24990125, 173.7499875, 98.00007, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,idle,0,pass,8.259964433257608,"[107.999895, 218.00001, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,hover,0,pass,5.305844624469187,"[91.24990125, 173.7499875, 98.00007, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.305844624469187,"[91.24990125, 173.7499875, 98.00007, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,8.259964433257608,"[107.999895, 218.00001, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.305844624469187,"[91.24990125, 173.7499875, 98.00007, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,success,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.305844624469187,"[91.24990125, 173.7499875, 98.00007, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,semantic text,,info,,text,/__functional-colors,accented,idle,0,pass,6.1360143869647,"[82.000095, 174.000015, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,info,solid,base,/__functional-colors,accented,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
baseline,dark,Alert,,info,solid,title,/__functional-colors,accented,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
baseline,dark,Alert,,info,solid,description,/__functional-colors,accented,idle,0,pass,6.457674885097399,"[28.971939750000004, 38.17771515, 46.27824149999999, 1]","[82.000095, 174.000015, 255, 1]",
baseline,dark,Badge,,info,outline,base,/__functional-colors,accented,idle,0,pass,6.1360143869647,"[82.000095, 174.000015, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,info,outline,title,/__functional-colors,accented,idle,0,pass,6.1360143869647,"[82.000095, 174.000015, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,info,outline,description,/__functional-colors,accented,idle,0,pass,5.253711731701841,"[77.90007750000001, 160.70000549999997, 233.599992, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,info,soft,base,/__functional-colors,accented,idle,0,pass,5.162312272573353,"[82.000095, 174.000015, 255, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Alert,,info,soft,title,/__functional-colors,accented,idle,0,pass,5.162312272573353,"[82.000095, 174.000015, 255, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Alert,,info,soft,description,/__functional-colors,accented,idle,0,fail,4.490781674202881,"[78.3100818, 162.03000644999997, 235.7399928, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Badge,,info,subtle,base,/__functional-colors,accented,idle,0,pass,5.162312272573353,"[82.000095, 174.000015, 255, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Alert,,info,subtle,title,/__functional-colors,accented,idle,0,pass,5.162312272573353,"[82.000095, 174.000015, 255, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Alert,,info,subtle,description,/__functional-colors,accented,idle,0,fail,4.490781674202881,"[78.3100818, 162.03000644999997, 235.7399928, 1]","[45.099963, 54.299929500000005, 62.399928, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,hover,0,pass,5.047282324924733,"[23.079922500000002, 23.0863485, 23.086935, 1]","[71.75024250000001, 140.74999125, 201.49998, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,active+hover,0,pass,5.047282324924733,"[23.079922500000002, 23.0863485, 23.086935, 1]","[71.75024250000001, 140.74999125, 201.49998, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.047282324924733,"[23.079922500000002, 23.0863485, 23.086935, 1]","[71.75024250000001, 140.74999125, 201.49998, 1]",
baseline,dark,Button,,info,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,5.047282324924733,"[23.079922500000002, 23.0863485, 23.086935, 1]","[71.75024250000001, 140.74999125, 201.49998, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,idle,0,pass,6.1360143869647,"[82.000095, 174.000015, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,hover,0,fail,4.09911301113682,"[71.75024250000001, 140.74999125, 201.49998, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,active+hover,0,fail,4.09911301113682,"[71.75024250000001, 140.74999125, 201.49998, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.1360143869647,"[82.000095, 174.000015, 255, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,fail,4.09911301113682,"[71.75024250000001, 140.74999125, 201.49998, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,info,link,base/label,/__functional-colors,accented,focus+hover,0,fail,4.09911301113682,"[71.75024250000001, 140.74999125, 201.49998, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,semantic text,,warning,,text,/__functional-colors,accented,idle,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,warning,solid,base,/__functional-colors,accented,idle,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
baseline,dark,Alert,,warning,solid,title,/__functional-colors,accented,idle,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
baseline,dark,Alert,,warning,solid,description,/__functional-colors,accented,idle,0,pass,8.237677744473642,"[45.17193675, 39.077712149999996, 27.1782315, 1]","[244.000065, 182.999985, 63.9999, 1]",
baseline,dark,Badge,,warning,outline,base,/__functional-colors,accented,idle,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,warning,outline,title,/__functional-colors,accented,idle,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,warning,outline,description,/__functional-colors,accented,idle,0,pass,6.850890716008415,"[223.7000505, 168.7999785, 61.699902, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,warning,soft,base,/__functional-colors,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Alert,,warning,soft,title,/__functional-colors,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Alert,,warning,soft,description,/__functional-colors,accented,idle,0,pass,5.633366773788774,"[225.7300494, 170.21997915000003, 61.9299069, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Badge,,warning,subtle,base,/__functional-colors,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Alert,,warning,subtle,title,/__functional-colors,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Alert,,warning,subtle,description,/__functional-colors,accented,idle,0,pass,5.633366773788774,"[225.7300494, 170.21997915000003, 61.9299069, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,idle,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,hover,0,pass,6.432033689704777,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.24983749999998, 147.49996875, 58.250287500000006, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,active+hover,0,pass,6.432033689704777,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.24983749999998, 147.49996875, 58.250287500000006, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,6.432033689704777,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.24983749999998, 147.49996875, 58.250287500000006, 1]",
baseline,dark,Button,,warning,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,6.432033689704777,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.24983749999998, 147.49996875, 58.250287500000006, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,idle,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,hover,0,pass,5.223728590599971,"[193.24983749999998, 147.49996875, 58.250287500000006, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.223728590599971,"[193.24983749999998, 147.49996875, 58.250287500000006, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.223728590599971,"[193.24983749999998, 147.49996875, 58.250287500000006, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,warning,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.223728590599971,"[193.24983749999998, 147.49996875, 58.250287500000006, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,semantic text,,error,,text,/__functional-colors,accented,idle,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,error,solid,base,/__functional-colors,accented,idle,0,pass,6.529928466029159,"[23.079922500000002, 23.0863485, 23.086935, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,Alert,,error,solid,title,/__functional-colors,accented,idle,0,pass,6.529928466029159,"[23.079922500000002, 23.0863485, 23.086935, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,Alert,,error,solid,description,/__functional-colors,accented,idle,0,pass,5.6953473468139215,"[45.571929749999995, 32.17771815, 32.478253499999994, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,Badge,,error,outline,base,/__functional-colors,accented,idle,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,error,outline,title,/__functional-colors,accented,idle,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Alert,,error,outline,description,/__functional-colors,accented,idle,0,pass,4.564734932548682,"[227.29998750000001, 106.7000325, 109.4001, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Badge,,error,soft,base,/__functional-colors,accented,idle,0,pass,4.572187817715733,"[247.999995, 114.000045, 117.00012, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Alert,,error,soft,title,/__functional-colors,accented,idle,0,pass,4.572187817715733,"[247.999995, 114.000045, 117.00012, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Alert,,error,soft,description,/__functional-colors,accented,idle,0,fail,3.9961834838561403,"[229.36998825000003, 107.4300312, 110.16009944999999, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Badge,,error,subtle,base,/__functional-colors,accented,idle,0,pass,4.572187817715733,"[247.999995, 114.000045, 117.00012, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Alert,,error,subtle,title,/__functional-colors,accented,idle,0,pass,4.572187817715733,"[247.999995, 114.000045, 117.00012, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Alert,,error,subtle,description,/__functional-colors,accented,idle,0,fail,3.9961834838561403,"[229.36998825000003, 107.4300312, 110.16009944999999, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,idle,0,pass,6.529928466029159,"[23.079922500000002, 23.0863485, 23.086935, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,hover,0,fail,4.430798802609946,"[23.079922500000002, 23.0863485, 23.086935, 1]","[196.24997625, 95.7498225, 97.99987875, 1]",
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,active+hover,0,fail,4.430798802609946,"[23.079922500000002, 23.0863485, 23.086935, 1]","[196.24997625, 95.7498225, 97.99987875, 1]",
